Player,Date,Pitcher,Team,ISO,Pitcher_HR9,HardHit,FlyBall,ParkFactor,WindFactor,Matchup,HR_Result,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate
Manny Machado,2024-06-23,Tobias Myers,San Diego Padres,0.162,1.1,32.17,28.5,1.09,1.1,0.7,0,10.0,90.0,16.0,0.1
Jackson Merrill,2024-06-23,Tobias Myers,San Diego Padres,0.221,1.84,44.85,45.84,1.02,1.15,0.95,0,10.0,90.0,16.0,0.1
Donovan Solano,2024-06-23,Tobias Myers,San Diego Padres,0.147,2.06,43.39,25.13,1.2,1.17,0.58,0,10.0,90.0,16.0,0.1
David Peralta,2024-06-23,Tobias Myers,San Diego Padres,0.31,0.99,44.85,20.26,1.1,1.19,0.82,0,10.0,90.0,16.0,0.1
Ha-Seong Kim,2024-06-23,Tobias Myers,San Diego Padres,0.143,1.6,59.31,38.72,1.14,0.95,0.85,0,10.0,90.0,16.0,0.1
Brett Sullivan,2024-06-23,Tobias Myers,San Diego Padres,0.189,1.6,37.26,29.29,1.04,0.96,0.85,0,10.0,90.0,16.0,0.1
Michael King,2024-06-23,Tobias Myers,San Diego Padres,0.229,1.48,55.43,49.7,0.95,1.12,0.73,0,10.0,90.0,16.0,0.1
Tom Cosgrove,2024-06-23,Tobias Myers,San Diego Padres,0.175,1.71,51.32,26.57,0.93,1.06,0.6,0,10.0,90.0,16.0,0.1
Jhony Brito,2024-06-23,Tobias Myers,San Diego Padres,0.184,1.29,27.52,44.95,1.07,1.17,0.76,0,10.0,90.0,16.0,0.1
Francisco Lindor,2024-06-23,Javier Assad,New York Mets,0.129,0.82,36.02,26.41,0.92,1.0,0.69,1,10.0,90.0,16.0,0.1
Brandon Nimmo,2024-06-23,Javier Assad,New York Mets,0.206,1.68,35.74,31.63,1.08,1.14,0.57,1,10.0,90.0,16.0,0.1
J.D. Martinez,2024-06-23,Javier Assad,New York Mets,0.29,1.0,26.42,25.52,1.15,1.01,0.82,0,10.0,90.0,16.0,0.1
Pete Alonso,2024-06-23,Javier Assad,New York Mets,0.226,1.01,29.89,31.5,1.17,1.19,0.85,0,10.0,90.0,16.0,0.1
Francisco Alvarez,2024-06-23,Javier Assad,New York Mets,0.296,1.43,55.55,22.98,0.91,1.2,0.81,0,10.0,90.0,16.0,0.1
DJ Stewart,2024-06-23,Javier Assad,New York Mets,0.146,2.02,36.58,34.36,1.13,1.05,0.58,0,10.0,90.0,16.0,0.1
Tyrone Taylor,2024-06-23,Javier Assad,New York Mets,0.185,1.62,44.69,30.8,1.2,1.18,0.69,0,10.0,90.0,16.0,0.1
Mark Vientos,2024-06-23,Javier Assad,New York Mets,0.277,1.81,36.82,32.82,1.01,1.09,0.96,1,10.0,90.0,16.0,0.1
Jose Iglesias,2024-06-23,Javier Assad,New York Mets,0.258,1.04,57.27,20.29,1.08,1.09,0.81,0,10.0,90.0,16.0,0.1
Jeff McNeil,2024-06-23,Javier Assad,New York Mets,0.23,1.79,43.17,46.09,1.1,1.07,0.78,0,10.0,90.0,16.0,0.1
Harrison Bader,2024-06-23,Javier Assad,New York Mets,0.282,1.02,39.6,43.03,1.06,0.92,0.65,0,10.0,90.0,16.0,0.1
Luis Severino,2024-06-23,Javier Assad,New York Mets,0.171,1.25,25.29,42.64,1.17,1.15,0.76,0,10.0,90.0,16.0,0.1
Dedniel Núñez,2024-06-23,Javier Assad,New York Mets,0.148,1.2,40.01,30.46,0.96,1.13,0.76,0,10.0,90.0,16.0,0.1
Reed Garrett,2024-06-23,Javier Assad,New York Mets,0.131,0.89,47.93,27.65,0.91,1.09,0.76,0,10.0,90.0,16.0,0.1
Edwin Díaz,2024-06-23,Javier Assad,New York Mets,0.213,1.43,37.77,37.21,1.19,0.92,0.89,0,10.0,90.0,16.0,0.1
Drew Smith,2024-06-23,Javier Assad,New York Mets,0.305,1.3,25.76,33.19,1.13,1.08,0.64,0,10.0,90.0,16.0,0.1
Jake Diekman,2024-06-23,Javier Assad,New York Mets,0.17,1.25,47.83,41.82,0.94,0.98,0.73,0,10.0,90.0,16.0,0.1
Nico Hoerner,2024-06-23,Luis Severino,Chicago Cubs,0.133,1.7,57.42,23.66,0.92,1.15,0.78,0,10.0,90.0,16.0,0.1
Michael Busch,2024-06-23,Luis Severino,Chicago Cubs,0.243,2.0,41.29,40.38,1.16,1.19,0.8,0,10.0,90.0,16.0,0.1
Cody Bellinger,2024-06-23,Luis Severino,Chicago Cubs,0.242,1.65,45.0,49.07,0.99,1.03,0.95,0,10.0,90.0,16.0,0.1
Seiya Suzuki,2024-06-23,Luis Severino,Chicago Cubs,0.121,1.05,27.46,45.26,1.13,1.09,0.69,0,10.0,90.0,16.0,0.1
Ian Happ,2024-06-23,Luis Severino,Chicago Cubs,0.13,1.75,28.07,28.06,1.03,1.01,0.65,0,10.0,90.0,16.0,0.1
Christopher Morel,2024-06-23,Luis Severino,Chicago Cubs,0.149,2.04,58.54,25.56,1.03,0.97,0.89,1,10.0,90.0,16.0,0.1
Dansby Swanson,2024-06-23,Luis Severino,Chicago Cubs,0.186,1.78,34.05,47.04,0.99,1.19,0.71,0,10.0,90.0,16.0,0.1
Pete Crow-Armstrong,2024-06-23,Luis Severino,Chicago Cubs,0.247,1.27,27.92,31.98,1.15,1.05,0.94,0,10.0,90.0,16.0,0.1
Patrick Wisdom,2024-06-23,Luis Severino,Chicago Cubs,0.221,0.83,59.98,40.03,1.12,0.96,0.91,0,10.0,90.0,16.0,0.1
Miguel Amaya,2024-06-23,Luis Severino,Chicago Cubs,0.129,1.46,29.79,44.89,1.02,1.12,0.78,0,10.0,90.0,16.0,0.1
Javier Assad,2024-06-23,Luis Severino,Chicago Cubs,0.236,1.51,33.58,44.74,0.98,1.0,0.95,0,10.0,90.0,16.0,0.1
Keegan Thompson,2024-06-23,Luis Severino,Chicago Cubs,0.258,2.06,47.99,42.73,0.97,1.13,0.77,0,10.0,90.0,16.0,0.1
Tyson Miller,2024-06-23,Luis Severino,Chicago Cubs,0.254,1.74,48.72,44.71,1.13,1.18,0.86,0,10.0,90.0,16.0,0.1
Luke Little,2024-06-23,Luis Severino,Chicago Cubs,0.272,0.84,42.47,20.51,1.01,1.15,0.69,0,10.0,90.0,16.0,0.1
Steven Kwan,2024-06-24,Cade Povich,Cleveland Guardians,0.261,2.16,33.98,32.93,1.15,0.96,0.62,0,10.0,90.0,16.0,0.1
Andrés Giménez,2024-06-24,Cade Povich,Cleveland Guardians,0.302,0.91,37.43,21.78,0.93,1.12,0.93,0,10.0,90.0,16.0,0.1
José Ramírez,2024-06-24,Cade Povich,Cleveland Guardians,0.323,1.25,30.3,45.79,1.09,0.99,0.87,1,10.0,90.0,16.0,0.1
Josh Naylor,2024-06-24,Cade Povich,Cleveland Guardians,0.324,1.62,57.37,44.73,1.19,0.94,0.58,0,10.0,90.0,16.0,0.1
David Fry,2024-06-24,Cade Povich,Cleveland Guardians,0.304,1.89,27.94,29.81,0.98,0.92,0.67,0,10.0,90.0,16.0,0.1
Will Brennan,2024-06-24,Cade Povich,Cleveland Guardians,0.311,1.67,37.09,49.95,1.15,1.0,0.83,0,10.0,90.0,16.0,0.1
Daniel Schneemann,2024-06-24,Cade Povich,Cleveland Guardians,0.18,2.19,59.85,22.73,1.16,1.02,0.76,0,10.0,90.0,16.0,0.1
Gabriel Arias,2024-06-24,Cade Povich,Cleveland Guardians,0.139,1.41,36.52,37.29,1.08,1.14,0.81,0,10.0,90.0,16.0,0.1
Brayan Rocchio,2024-06-24,Cade Povich,Cleveland Guardians,0.302,1.79,47.69,26.25,1.14,1.13,0.59,0,10.0,90.0,16.0,0.1
Bo Naylor,2024-06-24,Cade Povich,Cleveland Guardians,0.125,1.25,43.27,35.36,1.01,1.13,0.76,0,10.0,90.0,16.0,0.1
Tanner Bibee,2024-06-24,Cade Povich,Cleveland Guardians,0.153,0.92,34.93,22.77,1.18,0.97,0.76,0,10.0,90.0,16.0,0.1
Tim Herrin,2024-06-24,Cade Povich,Cleveland Guardians,0.15,1.18,59.56,41.15,1.06,1.01,0.5,0,10.0,90.0,16.0,0.1
Hunter Gaddis,2024-06-24,Cade Povich,Cleveland Guardians,0.167,1.37,26.21,32.29,1.06,1.04,0.87,0,10.0,90.0,16.0,0.1
Scott Barlow,2024-06-24,Cade Povich,Cleveland Guardians,0.149,1.06,43.09,20.83,1.13,0.95,0.54,0,10.0,90.0,16.0,0.1
Gunnar Henderson,2024-06-24,Tanner Bibee,Baltimore Orioles,0.189,2.15,44.89,31.45,1.01,1.08,0.51,0,10.0,90.0,16.0,0.1
Adley Rutschman,2024-06-24,Tanner Bibee,Baltimore Orioles,0.314,1.57,47.55,25.03,0.98,1.03,1.0,0,10.0,90.0,16.0,0.1
Ryan O'Hearn,2024-06-24,Tanner Bibee,Baltimore Orioles,0.232,1.55,48.27,39.18,1.13,0.95,0.97,0,10.0,90.0,16.0,0.1
Anthony Santander,2024-06-24,Tanner Bibee,Baltimore Orioles,0.26,0.88,46.8,28.03,0.99,0.95,0.67,0,10.0,90.0,16.0,0.1
Heston Kjerstad,2024-06-24,Tanner Bibee,Baltimore Orioles,0.336,0.84,56.73,49.84,0.96,0.94,0.98,0,10.0,90.0,16.0,0.1
Jordan Westburg,2024-06-24,Tanner Bibee,Baltimore Orioles,0.138,0.86,25.72,29.18,1.14,1.01,0.92,0,10.0,90.0,16.0,0.1
Cedric Mullins,2024-06-24,Tanner Bibee,Baltimore Orioles,0.145,1.3,31.42,22.34,0.92,1.09,0.86,0,10.0,90.0,16.0,0.1
Ramón Urías,2024-06-24,Tanner Bibee,Baltimore Orioles,0.328,1.52,30.5,21.91,1.0,1.17,0.52,0,10.0,90.0,16.0,0.1
Ryan Mountcastle,2024-06-24,Tanner Bibee,Baltimore Orioles,0.332,2.04,44.22,24.46,1.13,1.03,0.51,0,10.0,90.0,16.0,0.1
James McCann,2024-06-24,Tanner Bibee,Baltimore Orioles,0.19,2.15,32.03,37.42,1.06,0.95,0.99,0,10.0,90.0,16.0,0.1
Cade Povich,2024-06-24,Tanner Bibee,Baltimore Orioles,0.15,1.06,30.02,29.17,1.1,1.17,0.62,0,10.0,90.0,16.0,0.1
Cionel Pérez,2024-06-24,Tanner Bibee,Baltimore Orioles,0.254,1.5,54.82,45.12,1.06,0.98,0.58,0,10.0,90.0,16.0,0.1
Jacob Webb,2024-06-24,Tanner Bibee,Baltimore Orioles,0.262,0.86,31.96,21.09,1.2,0.96,0.86,0,10.0,90.0,16.0,0.1
Keegan Akin,2024-06-24,Tanner Bibee,Baltimore Orioles,0.312,2.1,40.86,42.67,1.12,0.97,0.8,0,10.0,90.0,16.0,0.1
Kyle Schwarber,2024-06-24,Casey Mize,Philadelphia Phillies,0.276,1.58,58.28,49.46,1.09,0.99,0.51,0,10.0,90.0,16.0,0.1
Trea Turner,2024-06-24,Casey Mize,Philadelphia Phillies,0.14,1.12,57.15,22.52,1.11,0.92,1.0,0,10.0,90.0,16.0,0.1
Bryce Harper,2024-06-24,Casey Mize,Philadelphia Phillies,0.149,1.98,34.13,29.75,0.93,1.15,0.78,1,10.0,90.0,16.0,0.1
Alec Bohm,2024-06-24,Casey Mize,Philadelphia Phillies,0.279,1.17,28.25,34.1,1.12,1.02,0.8,1,10.0,90.0,16.0,0.1
Nick Castellanos,2024-06-24,Casey Mize,Philadelphia Phillies,0.22,0.93,39.03,29.77,1.16,1.1,0.82,0,10.0,90.0,16.0,0.1
Bryson Stott,2024-06-24,Casey Mize,Philadelphia Phillies,0.24,1.24,37.05,21.4,1.05,1.14,0.53,0,10.0,90.0,16.0,0.1
Brandon Marsh,2024-06-24,Casey Mize,Philadelphia Phillies,0.286,1.81,28.98,43.64,1.16,0.92,0.76,0,10.0,90.0,16.0,0.1
David Dahl,2024-06-24,Casey Mize,Philadelphia Phillies,0.146,2.09,53.54,22.29,1.01,1.14,0.66,0,10.0,90.0,16.0,0.1
Cristian Pache,2024-06-24,Casey Mize,Philadelphia Phillies,0.131,1.95,28.22,35.69,1.18,1.03,0.99,0,10.0,90.0,16.0,0.1
Garrett Stubbs,2024-06-24,Casey Mize,Philadelphia Phillies,0.15,1.15,34.73,22.66,1.03,1.16,0.99,0,10.0,90.0,16.0,0.1
Aaron Nola,2024-06-24,Casey Mize,Philadelphia Phillies,0.127,1.93,27.35,42.47,1.18,1.14,0.81,0,10.0,90.0,16.0,0.1
Michael Mercado,2024-06-24,Casey Mize,Philadelphia Phillies,0.304,1.38,42.98,46.74,1.12,0.97,0.94,0,10.0,90.0,16.0,0.1
Orion Kerkering,2024-06-24,Casey Mize,Philadelphia Phillies,0.213,2.05,40.39,23.3,0.97,1.1,0.57,0,10.0,90.0,16.0,0.1
Matt Vierling,2024-06-24,Aaron Nola,Detroit Tigers,0.243,1.05,55.2,30.12,0.98,1.09,0.67,0,10.0,90.0,16.0,0.1
Colt Keith,2024-06-24,Aaron Nola,Detroit Tigers,0.271,1.67,31.68,44.94,0.99,1.14,0.59,0,10.0,90.0,16.0,0.1
Riley Greene,2024-06-24,Aaron Nola,Detroit Tigers,0.213,2.02,30.89,37.29,1.14,1.06,0.56,0,10.0,90.0,16.0,0.1
Mark Canha,2024-06-24,Aaron Nola,Detroit Tigers,0.175,1.07,26.36,23.44,1.05,1.08,0.96,0,10.0,90.0,16.0,0.1
Wenceel Pérez,2024-06-24,Aaron Nola,Detroit Tigers,0.283,2.03,31.86,21.75,1.01,1.0,0.91,0,10.0,90.0,16.0,0.1
Gio Urshela,2024-06-24,Aaron Nola,Detroit Tigers,0.285,1.45,29.08,48.62,0.93,1.08,0.75,0,10.0,90.0,16.0,0.1
Justyn-Henry Malloy,2024-06-24,Aaron Nola,Detroit Tigers,0.14,0.93,43.12,22.79,0.98,1.08,0.52,0,10.0,90.0,16.0,0.1
Zach McKinstry,2024-06-24,Aaron Nola,Detroit Tigers,0.122,1.92,25.19,41.89,0.94,0.96,0.76,0,10.0,90.0,16.0,0.1
Carson Kelly,2024-06-24,Aaron Nola,Detroit Tigers,0.231,1.25,50.78,29.75,1.04,1.05,0.72,0,10.0,90.0,16.0,0.1
Casey Mize,2024-06-24,Aaron Nola,Detroit Tigers,0.13,1.96,57.17,25.35,1.01,0.96,0.84,0,10.0,90.0,16.0,0.1
Tyler Holton,2024-06-24,Aaron Nola,Detroit Tigers,0.229,0.91,34.76,33.21,1.06,1.04,0.58,0,10.0,90.0,16.0,0.1
Beau Brieske,2024-06-24,Aaron Nola,Detroit Tigers,0.185,1.74,54.15,40.61,0.93,1.07,0.76,0,10.0,90.0,16.0,0.1
Mason Englert,2024-06-24,Aaron Nola,Detroit Tigers,0.257,1.69,25.09,41.43,0.95,1.07,0.96,0,10.0,90.0,16.0,0.1
Andrew Chafin,2024-06-24,Aaron Nola,Detroit Tigers,0.206,1.34,57.47,29.66,1.11,0.99,0.76,0,10.0,90.0,16.0,0.1
J.P. Crawford,2024-06-24,Taj Bradley,Seattle Mariners,0.269,1.9,48.04,21.3,0.99,1.02,0.55,0,10.0,90.0,16.0,0.1
Jorge Polanco,2024-06-24,Taj Bradley,Seattle Mariners,0.195,1.56,30.83,35.45,1.11,1.15,0.9,0,10.0,90.0,16.0,0.1
Julio Rodríguez,2024-06-24,Taj Bradley,Seattle Mariners,0.152,2.0,30.36,31.72,1.16,1.14,0.6,0,10.0,90.0,16.0,0.1
Cal Raleigh,2024-06-24,Taj Bradley,Seattle Mariners,0.331,1.14,57.73,43.81,1.1,0.92,0.77,1,10.0,90.0,16.0,0.1
Luke Raley,2024-06-24,Taj Bradley,Seattle Mariners,0.182,1.28,56.44,48.21,1.15,1.18,0.86,0,10.0,90.0,16.0,0.1
Ty France,2024-06-24,Taj Bradley,Seattle Mariners,0.138,2.09,39.97,47.97,1.04,1.11,0.94,0,10.0,90.0,16.0,0.1
Dominic Canzone,2024-06-24,Taj Bradley,Seattle Mariners,0.29,1.03,45.31,43.97,1.07,1.11,0.68,0,10.0,90.0,16.0,0.1
Mitch Garver,2024-06-24,Taj Bradley,Seattle Mariners,0.313,1.25,46.49,44.89,1.01,1.02,0.53,1,10.0,90.0,16.0,0.1
Josh Rojas,2024-06-24,Taj Bradley,Seattle Mariners,0.252,1.8,51.23,39.43,1.02,0.91,0.55,0,10.0,90.0,16.0,0.1
Bryan Woo,2024-06-24,Taj Bradley,Seattle Mariners,0.278,0.84,53.67,22.06,0.91,0.96,0.86,0,10.0,90.0,16.0,0.1
Tayler Saucedo,2024-06-24,Taj Bradley,Seattle Mariners,0.246,0.97,36.04,32.94,1.01,1.0,0.9,0,10.0,90.0,16.0,0.1
Trent Thornton,2024-06-24,Taj Bradley,Seattle Mariners,0.136,1.94,39.63,45.0,1.14,1.1,0.52,0,10.0,90.0,16.0,0.1
Mike Baumann,2024-06-24,Taj Bradley,Seattle Mariners,0.296,1.41,41.7,42.13,0.99,1.18,0.67,0,10.0,90.0,16.0,0.1
Ryne Stanek,2024-06-24,Taj Bradley,Seattle Mariners,0.134,1.19,54.79,22.88,1.08,1.07,0.72,0,10.0,90.0,16.0,0.1
Austin Voth,2024-06-24,Taj Bradley,Seattle Mariners,0.182,1.13,38.2,48.44,1.11,0.91,0.69,0,10.0,90.0,16.0,0.1
Andrés Muñoz,2024-06-24,Taj Bradley,Seattle Mariners,0.152,1.56,56.02,46.28,0.95,0.93,0.98,0,10.0,90.0,16.0,0.1
Yandy Díaz,2024-06-24,Bryan Woo,Tampa Bay Rays,0.241,1.0,59.02,37.59,1.16,0.93,0.95,0,10.0,90.0,16.0,0.1
Josh Lowe,2024-06-24,Bryan Woo,Tampa Bay Rays,0.208,2.03,50.04,46.38,1.18,1.09,0.89,0,10.0,90.0,16.0,0.1
Randy Arozarena,2024-06-24,Bryan Woo,Tampa Bay Rays,0.303,1.95,59.95,22.34,1.14,1.16,0.85,0,10.0,90.0,16.0,0.1
Isaac Paredes,2024-06-24,Bryan Woo,Tampa Bay Rays,0.167,1.82,39.12,24.44,1.06,1.11,0.85,0,10.0,90.0,16.0,0.1
Richie Palacios,2024-06-24,Bryan Woo,Tampa Bay Rays,0.231,1.12,40.85,20.68,1.03,0.93,0.97,0,10.0,90.0,16.0,0.1
Taylor Walls,2024-06-24,Bryan Woo,Tampa Bay Rays,0.198,0.83,50.74,28.3,1.05,1.04,0.68,0,10.0,90.0,16.0,0.1
Jose Siri,2024-06-24,Bryan Woo,Tampa Bay Rays,0.201,1.12,48.03,38.6,0.99,1.05,0.56,0,10.0,90.0,16.0,0.1
Ben Rortvedt,2024-06-24,Bryan Woo,Tampa Bay Rays,0.331,1.3,56.79,34.82,1.12,0.94,0.54,0,10.0,90.0,16.0,0.1
Jonny DeLuca,2024-06-24,Bryan Woo,Tampa Bay Rays,0.324,1.06,57.37,26.4,0.98,0.91,0.86,0,10.0,90.0,16.0,0.1
Alex Jackson,2024-06-24,Bryan Woo,Tampa Bay Rays,0.188,1.41,48.38,48.78,1.0,1.17,0.86,0,10.0,90.0,16.0,0.1
José Caballero,2024-06-24,Bryan Woo,Tampa Bay Rays,0.234,0.84,56.75,27.14,1.1,1.05,0.51,0,10.0,90.0,16.0,0.1
Taj Bradley,2024-06-24,Bryan Woo,Tampa Bay Rays,0.146,1.84,40.19,36.7,1.05,1.02,0.67,0,10.0,90.0,16.0,0.1
Colin Poche,2024-06-24,Bryan Woo,Tampa Bay Rays,0.256,2.02,45.21,46.17,1.02,1.03,0.82,0,10.0,90.0,16.0,0.1
Chris Devenski,2024-06-24,Bryan Woo,Tampa Bay Rays,0.262,0.94,42.06,49.21,1.11,1.17,0.68,0,10.0,90.0,16.0,0.1
Phil Maton,2024-06-24,Bryan Woo,Tampa Bay Rays,0.316,1.78,55.23,24.96,1.05,1.15,0.67,0,10.0,90.0,16.0,0.1
Pete Fairbanks,2024-06-24,Bryan Woo,Tampa Bay Rays,0.224,0.83,55.41,43.76,1.02,1.05,0.54,0,10.0,90.0,16.0,0.1
Andrew McCutchen,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.131,1.75,33.33,37.27,0.94,1.05,0.8,0,10.0,90.0,16.0,0.1
Bryan Reynolds,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.195,1.25,54.38,42.95,1.18,1.15,0.78,0,10.0,90.0,16.0,0.1
Oneil Cruz,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.156,1.8,37.36,47.02,0.97,0.97,0.76,1,10.0,90.0,16.0,0.1
Rowdy Tellez,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.268,1.28,50.3,41.29,0.93,1.08,0.64,0,10.0,90.0,16.0,0.1
Connor Joe,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.133,1.95,56.88,31.2,0.94,1.16,0.87,0,10.0,90.0,16.0,0.1
Nick Gonzales,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.149,2.04,36.18,32.87,1.12,0.94,0.82,0,10.0,90.0,16.0,0.1
Ke'Bryan Hayes,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.301,1.83,58.23,47.01,1.01,1.11,0.92,0,10.0,90.0,16.0,0.1
Edward Olivares,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.228,2.01,36.29,48.15,1.03,1.0,0.68,0,10.0,90.0,16.0,0.1
Jack Suwinski,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.216,1.99,55.65,44.24,0.98,1.19,0.83,0,10.0,90.0,16.0,0.1
Yasmani Grandal,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.136,1.31,39.84,25.27,0.91,1.15,0.76,0,10.0,90.0,16.0,0.1
Bailey Falter,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.195,1.42,56.37,21.19,1.0,1.18,0.59,0,10.0,90.0,16.0,0.1
Justin Bruihl,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.196,1.56,30.13,42.24,0.96,1.17,0.71,0,10.0,90.0,16.0,0.1
Dennis Santana,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.132,1.15,59.69,29.28,1.1,1.02,0.83,0,10.0,90.0,16.0,0.1
Daulton Jefferies,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.134,1.89,38.45,39.41,1.1,1.15,0.83,0,10.0,90.0,16.0,0.1
Josh Fleming,2024-06-24,Carson Spiers,Pittsburgh Pirates,0.178,1.08,49.19,48.92,1.15,1.05,0.53,0,10.0,90.0,16.0,0.1
Jonathan India,2024-06-24,Bailey Falter,Cincinnati Reds,0.236,1.98,32.29,48.3,1.17,0.91,0.64,0,10.0,90.0,16.0,0.1
Elly De La Cruz,2024-06-24,Bailey Falter,Cincinnati Reds,0.217,1.18,52.71,49.81,0.91,1.16,0.91,1,10.0,90.0,16.0,0.1
Jeimer Candelario,2024-06-24,Bailey Falter,Cincinnati Reds,0.124,1.08,26.19,48.75,0.96,0.94,0.74,0,10.0,90.0,16.0,0.1
Spencer Steer,2024-06-24,Bailey Falter,Cincinnati Reds,0.196,1.87,51.14,49.04,0.92,0.92,0.88,0,10.0,90.0,16.0,0.1
Tyler Stephenson,2024-06-24,Bailey Falter,Cincinnati Reds,0.204,1.28,40.75,39.19,1.07,0.95,0.87,0,10.0,90.0,16.0,0.1
Stuart Fairchild,2024-06-24,Bailey Falter,Cincinnati Reds,0.141,0.94,28.49,42.93,1.14,0.99,0.6,0,10.0,90.0,16.0,0.1
Santiago Espinal,2024-06-24,Bailey Falter,Cincinnati Reds,0.25,1.29,38.52,41.73,1.16,1.13,0.91,0,10.0,90.0,16.0,0.1
Levi Jordan,2024-06-24,Bailey Falter,Cincinnati Reds,0.244,2.16,31.39,38.16,1.18,0.92,0.58,0,10.0,90.0,16.0,0.1
Luke Maile,2024-06-24,Bailey Falter,Cincinnati Reds,0.31,1.4,38.31,30.19,0.96,1.12,0.75,0,10.0,90.0,16.0,0.1
Carson Spiers,2024-06-24,Bailey Falter,Cincinnati Reds,0.339,1.64,51.81,24.43,1.0,1.1,0.99,0,10.0,90.0,16.0,0.1
Fernando Cruz,2024-06-24,Bailey Falter,Cincinnati Reds,0.189,1.42,45.67,27.43,0.98,0.95,0.5,0,10.0,90.0,16.0,0.1
Lucas Sims,2024-06-24,Bailey Falter,Cincinnati Reds,0.249,1.12,46.71,41.87,0.93,0.99,0.96,0,10.0,90.0,16.0,0.1
Justin Wilson,2024-06-24,Bailey Falter,Cincinnati Reds,0.279,1.19,25.43,36.64,0.95,1.11,0.63,0,10.0,90.0,16.0,0.1
Isiah Kiner-Falefa,2024-06-24,Tanner Houck,Toronto Blue Jays,0.307,1.28,28.99,25.97,1.12,1.09,0.69,0,10.0,90.0,16.0,0.1
Spencer Horwitz,2024-06-24,Tanner Houck,Toronto Blue Jays,0.226,0.9,28.4,39.29,1.01,1.03,0.68,0,10.0,90.0,16.0,0.1
Vladimir Guerrero Jr.,2024-06-24,Tanner Houck,Toronto Blue Jays,0.133,1.19,36.75,34.24,1.15,1.13,0.64,1,10.0,90.0,16.0,0.1
Justin Turner,2024-06-24,Tanner Houck,Toronto Blue Jays,0.202,1.7,32.84,37.25,0.99,1.16,0.74,0,10.0,90.0,16.0,0.1
George Springer,2024-06-24,Tanner Houck,Toronto Blue Jays,0.274,1.71,36.0,48.48,1.05,1.14,0.97,0,10.0,90.0,16.0,0.1
Addison Barger,2024-06-24,Tanner Houck,Toronto Blue Jays,0.164,1.11,39.36,34.07,1.02,1.13,0.68,0,10.0,90.0,16.0,0.1
Davis Schneider,2024-06-24,Tanner Houck,Toronto Blue Jays,0.161,1.28,40.36,21.55,0.98,1.06,0.97,0,10.0,90.0,16.0,0.1
Alejandro Kirk,2024-06-24,Tanner Houck,Toronto Blue Jays,0.164,1.6,46.61,46.39,1.01,1.18,0.72,0,10.0,90.0,16.0,0.1
Steward Berroa,2024-06-24,Tanner Houck,Toronto Blue Jays,0.285,2.18,30.24,41.24,0.93,0.91,0.82,0,10.0,90.0,16.0,0.1
Danny Jansen,2024-06-24,Tanner Houck,Toronto Blue Jays,0.328,0.86,49.38,42.67,0.93,0.91,0.53,0,10.0,90.0,16.0,0.1
Kevin Kiermaier,2024-06-24,Tanner Houck,Toronto Blue Jays,0.276,1.38,50.22,48.53,1.09,1.01,0.6,0,10.0,90.0,16.0,0.1
Chris Bassitt,2024-06-24,Tanner Houck,Toronto Blue Jays,0.192,1.26,35.2,47.24,1.09,1.14,0.63,0,10.0,90.0,16.0,0.1
Nate Pearson,2024-06-24,Tanner Houck,Toronto Blue Jays,0.272,1.41,30.79,39.85,0.93,1.07,0.7,0,10.0,90.0,16.0,0.1
Tim Mayza,2024-06-24,Tanner Houck,Toronto Blue Jays,0.317,0.96,59.75,22.73,1.0,1.02,0.74,0,10.0,90.0,16.0,0.1
Zach Pop,2024-06-24,Tanner Houck,Toronto Blue Jays,0.214,2.18,32.54,30.45,1.17,0.97,0.53,0,10.0,90.0,16.0,0.1
Jarren Duran,2024-06-24,Chris Bassitt,Boston Red Sox,0.203,1.15,51.11,42.69,0.93,1.12,0.97,0,10.0,90.0,16.0,0.1
David Hamilton,2024-06-24,Chris Bassitt,Boston Red Sox,0.311,2.2,57.62,20.38,0.93,1.12,0.67,1,10.0,90.0,16.0,0.1
Wilyer Abreu,2024-06-24,Chris Bassitt,Boston Red Sox,0.287,0.81,28.59,21.56,1.12,1.17,0.84,0,10.0,90.0,16.0,0.1
Rafael Devers,2024-06-24,Chris Bassitt,Boston Red Sox,0.234,2.1,25.34,36.51,1.16,1.19,0.81,1,10.0,90.0,16.0,0.1
Tyler O'Neill,2024-06-24,Chris Bassitt,Boston Red Sox,0.276,1.13,31.22,21.61,1.02,0.97,0.55,0,10.0,90.0,16.0,0.1
Masataka Yoshida,2024-06-24,Chris Bassitt,Boston Red Sox,0.225,2.16,56.79,45.72,1.18,0.98,0.94,0,10.0,90.0,16.0,0.1
